min,max,mean
21660,342236,122191.72463768115
85931,191467,126807.36813186813
70876,193333,122154.06666666667
104938,229202,152764.45185185186
48957,228321,127290.85987261146
78588,246952,132224.87248322146
52193,306898,160753.15894039735
73682,284082,114482.05
68803,193518,110486.48235294118
17577,141060,93177.68965517242
