SD,RF,bitrate,freq,mag
2087288.0,1653297.4257425743,2.087288,2.625,0.0
2087288.0,1958745.3372434017,2.087288,0.65625,0.0
2087288.0,2053596.18754804,2.087288,0.1640625,0.0
2087288.0,2078761.828438047,2.087288,0.041015625,0.0
2087288.0,2085149.906833813,2.087288,0.01025390625,0.0
2072016.0228306423,2074479.3910730164,2.230597,0.7525634765625,0.158581
1456380.0,1429485.5349039226,1.45638,0.188140869140625,0.0
1456380.0,1449561.9538532218,1.45638,0.04703521728515625,0.0
818786.5455739726,1022295.104224129,1.176841,1.511758804321289,0.358054
