min,max,mean
16384,450560,272725.3333333333
184320,462848,337838.08
233472,733184,414347.63636363635
221184,438272,293825.306122449
188416,540672,378675.2
86016,479232,166434.13333333333
20480,1003520,371175.61904761905
208896,589824,331576.1951219512
172032,360448,262062.08
45056,450560,261816.32
