min,max,mean
16384,610304,380389.05263157893
319488,618496,529858.56
376832,937984,555508.6222222223
266240,1269760,603082.1052631579
266240,454656,402432.0
200704,454656,296567.829787234
110592,331776,237999.15789473685
16384,290816,113742.76923076923
20480,450560,78608.34042553192
69632,503808,230351.2380952381
