min,max,mean
21660,444517,173542.7922705314
88435,233225,170845.4404145078
101109,318657,189973.62352941177
121540,412319,225645.7731092437
88860,191705,129271.35754189944
72468,153480,111407.70394736843
44651,233081,138771.8028169014
17155,195653,47748.22826086957
18869,94073,33139.84745762712
14781,244558,83569.15425531915
