min,max,mean
16384,348160,253396.61016949153
184320,360448,305419.1304347826
225280,651264,403732.75675675675
135168,446464,291043.55555555556
102400,344064,257989.48571428572
106496,290816,173431.8987341772
118784,237568,178714.94736842104
16384,241664,86162.28571428571
16384,450560,80048.98765432098
24576,380928,178793.6507936508
