0,1,2,3,4,5,6,7,8,9
16384,212992.0,126976.0,294912.0,131072.0,245760.0,200704.0,245760.0,151552.0,77824.0
45056,233472.0,163840.0,299008.0,102400.0,167936.0,192512.0,225280.0,131072.0,106496.0
69632,253952.0,135168.0,315392.0,217088.0,122880.0,192512.0,241664.0,147456.0,208896.0
90112,212992.0,229376.0,241664.0,172032.0,106496.0,196608.0,253952.0,139264.0,217088.0
122880,221184.0,237568.0,315392.0,172032.0,131072.0,249856.0,172032.0,176128.0,180224.0
114688,233472.0,303104.0,319488.0,241664.0,196608.0,155648.0,245760.0,233472.0,167936.0
151552,245760.0,262144.0,327680.0,241664.0,131072.0,192512.0,237568.0,159744.0,188416.0
241664,258048.0,180224.0,290816.0,245760.0,274432.0,286720.0,241664.0,143360.0,118784.0
294912,229376.0,229376.0,249856.0,163840.0,274432.0,335872.0,143360.0,147456.0,131072.0
331776,245760.0,274432.0,139264.0,212992.0,241664.0,335872.0,143360.0,147456.0,135168.0
339968,245760.0,131072.0,176128.0,229376.0,196608.0,323584.0,143360.0,135168.0,139264.0
339968,253952.0,159744.0,180224.0,241664.0,196608.0,327680.0,139264.0,131072.0,135168.0
344064,229376.0,221184.0,135168.0,208896.0,192512.0,331776.0,147456.0,86016.0,135168.0
311296,245760.0,229376.0,221184.0,245760.0,196608.0,335872.0,147456.0,24576.0,77824.0
344064,249856.0,221184.0,212992.0,241664.0,245760.0,253952.0,245760.0,49152.0,57344.0
249856,131072.0,241664.0,294912.0,131072.0,167936.0,237568.0,225280.0,28672.0,45056.0
155648,135168.0,126976.0,348160.0,102400.0,122880.0,241664.0,241664.0,32768.0,53248.0
180224,155648.0,163840.0,315392.0,217088.0,106496.0,245760.0,253952.0,45056.0,208896.0
155648,147456.0,135168.0,241664.0,172032.0,131072.0,249856.0,172032.0,147456.0,217088.0
180224,233472.0,229376.0,315392.0,172032.0,196608.0,155648.0,245760.0,184320.0,180224.0
237568,253952.0,237568.0,319488.0,241664.0,131072.0,192512.0,237568.0,176128.0,167936.0
241664,212992.0,303104.0,327680.0,241664.0,204800.0,286720.0,139264.0,196608.0,188416.0
16384,221184.0,253952.0,290816.0,245760.0,241664.0,335872.0,143360.0,151552.0,106496.0
45056,233472.0,176128.0,139264.0,163840.0,208896.0,335872.0,143360.0,143360.0,131072.0
69632,245760.0,229376.0,139264.0,212992.0,245760.0,323584.0,143360.0,143360.0,135168.0
90112,258048.0,270336.0,176128.0,229376.0,249856.0,327680.0,139264.0,147456.0,139264.0
122880,229376.0,274432.0,180224.0,241664.0,241664.0,331776.0,147456.0,135168.0,135168.0
114688,245760.0,282624.0,135168.0,208896.0,249856.0,237568.0,147456.0,131072.0,135168.0
151552,245760.0,221184.0,221184.0,245760.0,245760.0,294912.0,151552.0,86016.0,77824.0
241664,253952.0,229376.0,212992.0,241664.0,167936.0,307200.0,131072.0,24576.0,131072.0
249856,229376.0,221184.0,212992.0,290816.0,122880.0,278528.0,245760.0,49152.0,192512.0
233472,245760.0,241664.0,299008.0,303104.0,106496.0,294912.0,225280.0,28672.0,380928.0
241664,249856.0,163840.0,286720.0,131072.0,131072.0,282624.0,241664.0,32768.0,393216.0
241664,131072.0,135168.0,233472.0,94208.0,294912.0,294912.0,253952.0,45056.0,319488.0
212992,135168.0,229376.0,282624.0,184320.0,229376.0,262144.0,172032.0,196608.0,286720.0
172032,155648.0,237568.0,270336.0,172032.0,274432.0,262144.0,245760.0,204800.0,323584.0
245760,147456.0,303104.0,294912.0,172032.0,274432.0,331776.0,237568.0,172032.0,118784.0
249856,233472.0,262144.0,282624.0,241664.0,241664.0,335872.0,241664.0,204800.0,212992.0
155648,253952.0,180224.0,237568.0,241664.0,294912.0,335872.0,245760.0,184320.0,233472.0
180224,212992.0,229376.0,258048.0,245760.0,294912.0,323584.0,241664.0,176128.0,233472.0
155648,221184.0,274432.0,270336.0,163840.0,282624.0,327680.0,241664.0,196608.0,237568.0
