1.9
2.9
3.7
3.1
1
1.3
3.8
3.9
3.1
2.1
1.7
2.1
3
2.7
0.699
1.2
1.6
1.3
1.8
3.9
1.5
0.636
1.1
0.559
0.85
1.2
0.941
0.852
1.6
2.7
1.9
1.4
1.3
1.6
1.6
1.8
1.5
1.4
1.6
0.753
1.7
1.2
1.1
0.869
1.7
2
2.1
1
2.4
1.3
1.1
1.1
2.1
2
1.3
0.884
2.4
1.3
1.3
0.947
2.3
2.4
1.5
1.6
1.8
1.6
1.4
2.5
2.7
2
2.2
1.4
1
1.9
1.5
2.9
2.3
1.8
2.6
2.1
2
2.3
1.9
1.5
1
2.2
3.6
3.7
3
3.4
2.8
3.8
2.8
1.6
1.6
1.2
0.641
1
1.1
1.3
0.85
1.2
1.6
1.5
1.1
3.7
2.6
2.2
3
1.5
1.7
1.6
0.895
0.901
1.5
2.1
3.7
2.4
1.1
1.1
0.966
1
1.7
1.2
1.3
1.8
2.4
2.6
2.4
2.7
2.8
2.6
2.7
2.9
2.6
2.6
2.6
2.9
3.6
3.7
3.1
2.1
1.5
1.1
1.1
0.507
0.48
0.794
0.897
0.141
	
