,3clients,5clients,10clients
0,0.3808912628914781,0.22441661263059115,0.1027285068708036
1,0.3749137636971994,0.2465332805592205,0.10926161365961748
2,0.3469598976766533,0.2028751744769091,0.07991683279912717
3,0.3098762143347584,0.19949530527068196,0.12867823109842655
4,0.04086083632605243,0.036938745395939616,0.009011122874178256
5,0.08019314516301065,0.049839989031070966,0.07933212366219244
6,0.3241430940728578,0.185861794077084,0.09504642433322667
7,0.2183539171428872,0.15530722147995968,0.0543763296370583
8,0.2349263477522769,0.15710294441136702,0.12515199560077922
