min,max,mean
21660,444517,205041.2429906542
88435,340368,247132.36144578314
109234,332405,257823.1875
132940,283800,232561.20833333334
100705,337585,254566.5
53558,74506,67544.66666666667
20275,441097,147408.68376068375
110716,428729,227107.13698630137
110716,295838,206858.6984126984
33802,337819,201599.73076923078
