min,max,mean
16384,356352,259125.8947368421
245760,487424,369704.96
225280,610304,427167.2888888889
344064,462848,417696.74418604653
245760,454656,375022.1395348837
204800,532480,367092.6222222222
278528,737280,469841.1707317073
253952,573440,350515.2
45056,344064,215463.72413793104
81920,425984,280520.64864864864
