0,1,2,3,4,5,6,7,8,9
16384,299008.0,409600.0,344064.0,438272.0,405504.0,356352.0,442368.0,299008.0,81920.0
45056,319488.0,352256.0,348160.0,270336.0,389120.0,331776.0,425984.0,307200.0,106496.0
69632,344064.0,425984.0,430080.0,409600.0,401408.0,339968.0,425984.0,266240.0,380928.0
90112,360448.0,438272.0,401408.0,413696.0,405504.0,331776.0,434176.0,307200.0,393216.0
122880,323584.0,458752.0,434176.0,393216.0,401408.0,348160.0,454656.0,282624.0,319488.0
114688,344064.0,491520.0,385024.0,421888.0,352256.0,278528.0,344064.0,315392.0,290816.0
151552,446464.0,352256.0,462848.0,413696.0,446464.0,335872.0,294912.0,344064.0,323584.0
241664,454656.0,442368.0,446464.0,446464.0,442368.0,430080.0,282624.0,303104.0,425984.0
294912,417792.0,274432.0,356352.0,405504.0,438272.0,577536.0,278528.0,229376.0,212992.0
331776,446464.0,282624.0,438272.0,421888.0,532480.0,733184.0,294912.0,233472.0,233472.0
339968,438272.0,319488.0,401408.0,409600.0,331776.0,724992.0,294912.0,241664.0,233472.0
339968,245760.0,233472.0,450560.0,454656.0,290816.0,434176.0,286720.0,221184.0,237568.0
344064,290816.0,237568.0,409600.0,376832.0,344064.0,430080.0,278528.0,225280.0,81920.0
311296,380928.0,225280.0,434176.0,442368.0,348160.0,438272.0,299008.0,151552.0,192512.0
344064,360448.0,249856.0,442368.0,438272.0,331776.0,462848.0,442368.0,45056.0,380928.0
348160,335872.0,495616.0,344064.0,270336.0,348160.0,389120.0,425984.0,81920.0,393216.0
344064,290816.0,409600.0,446464.0,409600.0,405504.0,442368.0,425984.0,53248.0,323584.0
335872,299008.0,573440.0,430080.0,413696.0,389120.0,385024.0,434176.0,65536.0,286720.0
290816,319488.0,581632.0,401408.0,393216.0,401408.0,438272.0,454656.0,77824.0,323584.0
339968,344064.0,610304.0,434176.0,421888.0,405504.0,430080.0,344064.0,299008.0,425984.0
331776,360448.0,491520.0,385024.0,413696.0,401408.0,335872.0,450560.0,299008.0,212992.0
344064,323584.0,352256.0,462848.0,446464.0,352256.0,577536.0,282624.0,307200.0,233472.0
290816,344064.0,442368.0,446464.0,405504.0,446464.0,577536.0,278528.0,266240.0,233472.0
327680,344064.0,532480.0,356352.0,421888.0,442368.0,733184.0,294912.0,307200.0,237568.0
356352,454656.0,532480.0,438272.0,409600.0,389120.0,724992.0,294912.0,327680.0,229376.0
290816,417792.0,569344.0,401408.0,454656.0,409600.0,737280.0,286720.0,315392.0,131072.0
16384,446464.0,417792.0,450560.0,376832.0,401408.0,696320.0,278528.0,344064.0,192512.0
45056,438272.0,430080.0,409600.0,442368.0,335872.0,356352.0,573440.0,303104.0,380928.0
69632,245760.0,225280.0,434176.0,438272.0,442368.0,331776.0,327680.0,229376.0,393216.0
90112,290816.0,249856.0,438272.0,270336.0,446464.0,339968.0,339968.0,233472.0,319488.0
122880,487424.0,495616.0,446464.0,274432.0,413696.0,331776.0,356352.0,241664.0,290816.0
114688,430080.0,409600.0,430080.0,274432.0,339968.0,348160.0,278528.0,221184.0,323584.0
151552,401408.0,573440.0,401408.0,245760.0,315392.0,278528.0,344064.0,225280.0,425984.0
241664,290816.0,581632.0,434176.0,282624.0,241664.0,335872.0,331776.0,151552.0,282624.0
294912,299008.0,610304.0,385024.0,331776.0,204800.0,430080.0,327680.0,45056.0,278528.0
331776,319488.0,491520.0,462848.0,344064.0,249856.0,577536.0,344064.0,81920.0,278528.0
339968,344064.0,352256.0,446464.0,270336.0,327680.0,589824.0,344064.0,53248.0,286720.0
339968,360448.0,442368.0,356352.0,311296.0,237568.0,581632.0,339968.0,65536.0,
344064,323584.0,532480.0,438272.0,323584.0,315392.0,585728.0,327680.0,77824.0,
311296,344064.0,532480.0,401408.0,352256.0,331776.0,561152.0,253952.0,299008.0,
344064,446464.0,569344.0,450560.0,303104.0,290816.0,593920.0,,307200.0,
348160,454656.0,417792.0,409600.0,344064.0,344064.0,,,266240.0,
344064,417792.0,430080.0,434176.0,323584.0,348160.0,,,307200.0,
335872,446464.0,425984.0,,,331776.0,,,282624.0,
290816,438272.0,249856.0,,,348160.0,,,274432.0,
339968,245760.0,,,,,,,344064.0,
331776,389120.0,,,,,,,303104.0,
344064,487424.0,,,,,,,229376.0,
290816,430080.0,,,,,,,233472.0,
327680,401408.0,,,,,,,241664.0,
356352,,,,,,,,221184.0,
16384,,,,,,,,225280.0,
45056,,,,,,,,151552.0,
69632,,,,,,,,45056.0,
90112,,,,,,,,81920.0,
122880,,,,,,,,53248.0,
114688,,,,,,,,65536.0,
151552,,,,,,,,118784.0,
241664,,,,,,,,,
294912,,,,,,,,,
331776,,,,,,,,,
339968,,,,,,,,,
339968,,,,,,,,,
344064,,,,,,,,,
311296,,,,,,,,,
344064,,,,,,,,,
348160,,,,,,,,,
344064,,,,,,,,,
335872,,,,,,,,,
290816,,,,,,,,,
339968,,,,,,,,,
331776,,,,,,,,,
344064,,,,,,,,,
290816,,,,,,,,,
327680,,,,,,,,,
356352,,,,,,,,,
