min,max,mean
21660,344840,210311.0185185185
173402,340368,268712.61904761905
184581,332405,263554.76543209876
180888,342739,285577.8933333333
100705,344711,242690.25316455695
161243,344452,268186.6056338028
127470,428729,252585.75
182396,428729,316896.3103448276
170858,295838,262442.75
20882,292603,192081.92857142858
