0,1,2,3,4,5,6,7,8,9
21660,282676.0,291650.0,250672.0,292845.0,277760.0,232718.0,420938.0,292128.0,285712.0
46329,199081.0,249625.0,237511.0,316975.0,273625.0,159198.0,297350.0,293871.0,288155.0
74517,204996.0,235619.0,277261.0,233187.0,189453.0,209276.0,428729.0,288567.0,288387.0
92784,173402.0,270237.0,282629.0,213676.0,237961.0,206509.0,424056.0,284985.0,291973.0
103683,188744.0,205411.0,282377.0,192791.0,294881.0,249396.0,340105.0,285961.0,292603.0
98419,233021.0,256765.0,195834.0,132940.0,291226.0,135162.0,414470.0,295838.0,291338.0
194565,255147.0,234773.0,268509.0,100705.0,290374.0,127470.0,182396.0,270194.0,278565.0
240259,219881.0,221433.0,269511.0,222162.0,279829.0,172051.0,231889.0,282417.0,285249.0
266242,276558.0,205113.0,267365.0,165562.0,255372.0,177231.0,220938.0,279429.0,228836.0
290930,274620.0,278722.0,261523.0,175846.0,295891.0,186514.0,231966.0,285582.0,148685.0
289631,276230.0,281113.0,291700.0,214663.0,268681.0,233081.0,283405.0,290698.0,149874.0
295657,258188.0,286605.0,327515.0,217794.0,204448.0,289616.0,424056.0,285961.0,241070.0
289368,280242.0,184581.0,291815.0,239181.0,254773.0,312176.0,340105.0,295838.0,266295.0
291963,287725.0,275841.0,312588.0,211548.0,341315.0,330022.0,414470.0,270194.0,62219.0
167177,284611.0,202495.0,268670.0,206224.0,334080.0,298901.0,314034.0,282417.0,278565.0
211355,173455.0,256900.0,267304.0,284870.0,328184.0,357226.0,389504.0,279429.0,285249.0
245942,191260.0,237098.0,269511.0,228937.0,297496.0,375044.0,359212.0,285582.0,228836.0
223471,250976.0,214583.0,267365.0,319148.0,344452.0,367445.0,333130.0,290698.0,146242.0
240154,267204.0,320900.0,261523.0,260735.0,308805.0,319621.0,421492.0,285712.0,148497.0
286460,231112.0,327947.0,291700.0,251307.0,244634.0,308428.0,292128.0,288155.0,241163.0
21660,320378.0,332405.0,327515.0,317165.0,295590.0,320682.0,293871.0,288387.0,262935.0
46329,319633.0,198608.0,291815.0,302202.0,256094.0,298625.0,288567.0,291973.0,33802.0
74517,315944.0,322244.0,312588.0,239181.0,161243.0,312209.0,284985.0,292603.0,228836.0
92784,284242.0,222414.0,268670.0,211548.0,224592.0,223512.0,424056.0,291338.0,146242.0
103683,322136.0,273572.0,267304.0,206224.0,226994.0,212038.0,340105.0,295838.0,148497.0
98419,337208.0,264245.0,292845.0,228321.0,266960.0,229311.0,414470.0,270194.0,241163.0
194565,334539.0,323385.0,316975.0,277760.0,236559.0,198892.0,314034.0,282417.0,262935.0
240259,340368.0,327012.0,342739.0,273625.0,240173.0,242984.0,389504.0,279429.0,33802.0
266242,281287.0,318657.0,309353.0,189453.0,341315.0,306898.0,359212.0,285582.0,148685.0
342236,309720.0,195834.0,312407.0,280092.0,334080.0,258153.0,333130.0,290698.0,149874.0
339926,310231.0,268509.0,263064.0,344711.0,328184.0,220985.0,283405.0,285712.0,241070.0
344840,204751.0,289249.0,269511.0,228937.0,297496.0,316813.0,292128.0,288155.0,266295.0
341359,289249.0,256900.0,267365.0,319148.0,344452.0,297350.0,293871.0,288387.0,34798.0
343025,217385.0,237098.0,261523.0,260735.0,308805.0,428729.0,288567.0,291973.0,211458.0
170551,173455.0,214583.0,291700.0,251307.0,244634.0,153871.0,284985.0,292603.0,183778.0
222957,191260.0,320900.0,327515.0,214663.0,295590.0,195983.0,285961.0,291338.0,170858.0
292379,250976.0,327947.0,291815.0,259167.0,256094.0,217270.0,424056.0,278565.0,132122.0
249346,267204.0,332405.0,312588.0,287431.0,161243.0,186514.0,340105.0,285249.0,83814.0
263858,231112.0,198608.0,268670.0,268217.0,224592.0,233081.0,414470.0,192362.0,73549.0
335373,320378.0,322244.0,267304.0,259080.0,226994.0,223512.0,182396.0,240796.0,123525.0
327789,319633.0,222414.0,292845.0,284870.0,266960.0,212038.0,231889.0,247593.0,141008.0
195464,315944.0,273572.0,316975.0,277760.0,236559.0,229311.0,220938.0,230332.0,20882.0
217385,284242.0,264245.0,342739.0,273625.0,341315.0,198892.0,231966.0,238384.0,
21660,322136.0,323385.0,309353.0,207759.0,334080.0,177953.0,283405.0,243226.0,
46329,337208.0,327012.0,312407.0,280092.0,328184.0,271658.0,292128.0,240041.0,
74517,334539.0,318657.0,263064.0,344711.0,297496.0,258153.0,293871.0,241271.0,
92784,340368.0,195834.0,269511.0,132940.0,344452.0,220985.0,194109.0,241731.0,
103683,281287.0,268509.0,267365.0,219752.0,308805.0,316813.0,424056.0,243846.0,
98419,309720.0,289249.0,261523.0,275722.0,244634.0,220291.0,340105.0,238536.0,
194565,310231.0,256900.0,291700.0,234567.0,295590.0,428729.0,414470.0,244558.0,
240259,204751.0,237098.0,327515.0,214283.0,256094.0,308428.0,314034.0,240864.0,
266242,173455.0,214583.0,291815.0,269757.0,161243.0,320682.0,231889.0,211458.0,
