min,max,mean
21660,344840,127385.22222222222
77051,192563,118127.04545454546
70876,145336,117310.38043478261
62487,144897,99746.525
79653,269757,160269.2987012987
20275,167667,61349.36666666667
20275,278806,111325.44086021505
52193,187620,112046.40522875817
18869,240864,84360.01257861636
16954,211458,138542.2015503876
