SD1,SD2,RF1,RF2,bitrate,freq,mag
0.1805300736683364,0.17680331533391924,0.1686905376446716,0.15465922659558134,0.392375,1.875,0.015557
0.1722690637521257,0.1658288969099976,0.1782494198921688,0.172564577425258,0.38646,1.06875,0.026884
0.1454983381812872,0.12619251853375318,0.15673824071760617,0.13853213852928833,0.38429,2.5171875,0.080593
0.2164789558685048,0.19587825218910354,0.23816772179708443,0.22322534606828667,0.537853,1.529296875,0.085999
0.059395187011042724,0.04073577012877233,0.07292563968511678,0.059901364308632826,0.20187,4.13232421875,0.077895
0.17266126227308132,0.1649172044199496,0.16389712453708669,0.147132309336695,0.392721,2.2330810546875,0.032328
0.14856564056990723,0.1445094191573727,0.14962900043866634,0.14390573509426186,0.327032,1.158270263671875,0.016933
0.11573690016139375,0.10209935888412304,0.12451186960724832,0.11173478524396356,0.298507,2.2395675659179686,0.05693
0.18012911293589015,0.14256238462255408,0.20284591247371683,0.17168221990476035,0.532806,3.409891891479492,0.156825
