min,max,mean
16384,344064,189022.8148148148
131072,303104,240597.91780821918
94208,389120,157577.84615384616
110592,442368,198737.92
167936,438272,250917.92592592593
20480,286720,103149.97183098592
90112,307200,222221.65333333332
122880,253952,190774.30303030304
86016,258048,158924.8
24576,520192,160611.38823529411
